Datetime,Date,Hour,DayOfWeekNum,DayName,MonthNum,MonthName,Week,IsWeekend,Season,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,Zone,PowerConsumption_kWh
2017-01-01 04:50:00,2017-01-01,4,7,Sunday,1,January,52,True,Winter,5.179,74.2,0.083,0.037,0.137,Zone1,20311.89873
2017-01-01 05:00:00,2017-01-01,5,7,Sunday,1,January,52,True,Winter,4.934,72.9,0.082,0.055,0.134,Zone1,20542.78481
2017-01-01 05:10:00,2017-01-01,5,7,Sunday,1,January,52,True,Winter,4.718,75.8,0.08,0.051,0.152,Zone1,20621.77215
2017-01-01 05:20:00,2017-01-01,5,7,Sunday,1,January,52,True,Winter,5.546,74.0,0.082,0.055,0.093,Zone1,20627.8481
2017-01-01 05:30:00,2017-01-01,5,7,Sunday,1,January,52,True,Winter,4.658,73.5,0.08,0.044,0.104,Zone1,20797.97468
2017-01-01 05:40:00,2017-01-01,5,7,Sunday,1,January,52,True,Winter,4.382,76.9,0.081,0.073,0.148,Zone1,20858.73418
2017-01-01 05:50:00,2017-01-01,5,7,Sunday,1,January,52,True,Winter,4.212,78.3,0.081,0.117,0.082,Zone1,21393.41772
2017-01-01 06:00:00,2017-01-01,6,7,Sunday,1,January,52,True,Winter,4.308,77.2,0.081,0.062,0.126,Zone1,22219.74684
2017-01-01 06:10:00,2017-01-01,6,7,Sunday,1,January,52,True,Winter,4.735,74.3,0.08,0.04,0.156,Zone1,21928.10127
2017-01-01 06:20:00,2017-01-01,6,7,Sunday,1,January,52,True,Winter,4.769,75.6,0.082,0.099,0.063,Zone1,21776.20253
2017-01-01 06:30:00,2017-01-01,6,7,Sunday,1,January,52,True,Winter,4.92,73.7,0.083,0.099,0.096,Zone1,21654.68354
2017-01-01 06:40:00,2017-01-01,6,7,Sunday,1,January,52,True,Winter,4.408,76.7,0.082,0.037,0.119,Zone1,21466.32911
2017-01-01 06:50:00,2017-01-01,6,7,Sunday,1,January,52,True,Winter,4.29,77.0,0.085,0.033,0.193,Zone1,20846.58228
2017-01-01 07:00:00,2017-01-01,7,7,Sunday,1,January,52,True,Winter,4.304,76.0,0.082,0.048,0.152,Zone1,19983.79747
2017-01-01 07:10:00,2017-01-01,7,7,Sunday,1,January,52,True,Winter,4.513,74.6,0.084,0.055,0.134,Zone1,18908.35443
2017-01-01 07:20:00,2017-01-01,7,7,Sunday,1,January,52,True,Winter,4.489,74.3,0.082,0.081,0.119,Zone1,18167.08861
2017-01-01 07:30:00,2017-01-01,7,7,Sunday,1,January,52,True,Winter,4.356,72.3,0.082,0.07,0.119,Zone1,18075.94937
2017-01-01 07:40:00,2017-01-01,7,7,Sunday,1,January,52,True,Winter,4.478,72.2,0.083,0.073,0.089,Zone1,18063.79747
2017-01-01 07:50:00,2017-01-01,7,7,Sunday,1,January,52,True,Winter,4.583,71.0,0.083,0.066,0.104,Zone1,18045.56962
2017-01-01 08:00:00,2017-01-01,8,7,Sunday,1,January,52,True,Winter,4.794,72.0,0.084,0.187,0.145,Zone1,18385.82278
2017-01-01 08:10:00,2017-01-01,8,7,Sunday,1,January,52,True,Winter,4.807,73.1,0.082,0.955,0.949,Zone1,18987.34177
2017-01-01 08:20:00,2017-01-01,8,7,Sunday,1,January,52,True,Winter,4.757,73.5,0.083,3.188,3.134,Zone1,19576.70886
2017-01-01 08:30:00,2017-01-01,8,7,Sunday,1,January,52,True,Winter,4.509,74.5,0.084,6.643,6.494,Zone1,19837.97468
2017-01-01 08:40:00,2017-01-01,8,7,Sunday,1,January,52,True,Winter,4.346,74.8,0.082,12.64,10.13,Zone1,20166.07595
2017-01-01 08:50:00,2017-01-01,8,7,Sunday,1,January,52,True,Winter,4.718,73.7,0.081,58.97,17.0,Zone1,20676.4557
2017-01-01 09:00:00,2017-01-01,9,7,Sunday,1,January,52,True,Winter,4.704,71.8,0.083,82.5,20.15,Zone1,21296.20253
2017-01-01 09:10:00,2017-01-01,9,7,Sunday,1,January,52,True,Winter,4.624,74.1,0.082,106.9,22.55,Zone1,22043.5443
2017-01-01 09:20:00,2017-01-01,9,7,Sunday,1,January,52,True,Winter,4.629,74.8,0.083,132.1,24.3,Zone1,22651.13924
2017-01-01 09:30:00,2017-01-01,9,7,Sunday,1,January,52,True,Winter,4.599,74.0,0.082,156.1,26.9,Zone1,23131.13924
2017-01-01 09:40:00,2017-01-01,9,7,Sunday,1,January,52,True,Winter,4.524,74.7,0.081,182.4,28.19,Zone1,23641.51899
2017-01-01 09:50:00,2017-01-01,9,7,Sunday,1,January,52,True,Winter,4.575,74.5,0.082,208.8,29.2,Zone1,24668.35443
2017-01-01 10:00:00,2017-01-01,10,7,Sunday,1,January,52,True,Winter,5.124,73.7,0.076,234.8,29.23,Zone1,25275.94937
2017-01-01 10:10:00,2017-01-01,10,7,Sunday,1,January,52,True,Winter,5.836,71.3,2.66,257.9,31.01,Zone1,25920.0
2017-01-01 10:20:00,2017-01-01,10,7,Sunday,1,January,52,True,Winter,5.996,69.85,4.93,282.7,31.96,Zone1,26393.92405
2017-01-01 10:30:00,2017-01-01,10,7,Sunday,1,January,52,True,Winter,6.22,68.81,4.924,307.0,32.42,Zone1,26861.77215
2017-01-01 10:40:00,2017-01-01,10,7,Sunday,1,January,52,True,Winter,6.703,68.01,4.923,327.6,33.22,Zone1,27511.89873
2017-01-01 10:50:00,2017-01-01,10,7,Sunday,1,January,52,True,Winter,6.993,66.14,4.918,349.6,33.41,Zone1,28149.87342
2017-01-01 11:00:00,2017-01-01,11,7,Sunday,1,January,52,True,Winter,7.54,64.21,4.916,371.1,33.43,Zone1,28714.93671
2017-01-01 11:10:00,2017-01-01,11,7,Sunday,1,January,52,True,Winter,8.22,61.9,4.916,388.2,33.89,Zone1,29043.03797
2017-01-01 11:20:00,2017-01-01,11,7,Sunday,1,January,52,True,Winter,9.49,59.3,2.451,401.3,34.4,Zone1,29261.77215
2017-01-01 11:30:00,2017-01-01,11,7,Sunday,1,January,52,True,Winter,10.65,56.03,0.084,419.5,35.29,Zone1,29474.43038
2017-01-01 11:40:00,2017-01-01,11,7,Sunday,1,January,52,True,Winter,11.06,53.52,0.082,430.9,37.58,Zone1,29523.03797
2017-01-01 11:50:00,2017-01-01,11,7,Sunday,1,January,52,True,Winter,12.4,53.26,0.08,437.5,43.46,Zone1,29711.39241
2017-01-01 12:00:00,2017-01-01,12,7,Sunday,1,January,52,True,Winter,13.08,54.36,0.077,450.4,43.2,Zone1,29644.55696
2017-01-01 12:10:00,2017-01-01,12,7,Sunday,1,January,52,True,Winter,14.38,54.42,0.076,470.5,37.92,Zone1,29802.53165
2017-01-01 12:20:00,2017-01-01,12,7,Sunday,1,January,52,True,Winter,15.02,56.46,0.074,480.0,38.81,Zone1,29887.59494
2017-01-01 12:30:00,2017-01-01,12,7,Sunday,1,January,52,True,Winter,15.55,58.7,0.075,486.1,39.46,Zone1,30039.49367
2017-01-01 12:40:00,2017-01-01,12,7,Sunday,1,January,52,True,Winter,15.56,59.23,0.076,490.2,40.92,Zone1,29966.58228
2017-01-01 12:50:00,2017-01-01,12,7,Sunday,1,January,52,True,Winter,15.49,59.3,0.076,495.9,40.9,Zone1,29996.96203
2017-01-01 13:00:00,2017-01-01,13,7,Sunday,1,January,52,True,Winter,15.57,58.06,0.077,498.1,40.94,Zone1,30258.22785
2017-01-01 13:10:00,2017-01-01,13,7,Sunday,1,January,52,True,Winter,15.65,58.7,0.077,498.1,42.75,Zone1,30404.05063
2017-01-01 13:20:00,2017-01-01,13,7,Sunday,1,January,52,True,Winter,15.73,59.33,0.076,498.8,44.65,Zone1,30094.17722
2017-01-01 13:30:00,2017-01-01,13,7,Sunday,1,January,52,True,Winter,15.68,58.6,0.079,497.0,44.26,Zone1,30161.01266
2017-01-01 13:40:00,2017-01-01,13,7,Sunday,1,January,52,True,Winter,15.7,55.29,0.074,489.2,39.32,Zone1,30318.98734
2017-01-01 13:50:00,2017-01-01,13,7,Sunday,1,January,52,True,Winter,15.75,52.45,0.077,482.4,38.65,Zone1,30154.93671
2017-01-01 14:00:00,2017-01-01,14,7,Sunday,1,January,52,True,Winter,15.83,54.99,0.079,476.1,39.49,Zone1,29984.81013
2017-01-01 14:10:00,2017-01-01,14,7,Sunday,1,January,52,True,Winter,15.79,56.66,0.076,467.7,39.94,Zone1,30021.26582
2017-01-01 14:20:00,2017-01-01,14,7,Sunday,1,January,52,True,Winter,15.72,55.86,0.077,456.1,39.95,Zone1,30021.26582
2017-01-01 14:30:00,2017-01-01,14,7,Sunday,1,January,52,True,Winter,15.8,54.06,0.075,449.2,41.52,Zone1,29911.89873
2017-01-01 14:40:00,2017-01-01,14,7,Sunday,1,January,52,True,Winter,15.74,55.56,0.075,437.4,44.13,Zone1,29747.8481
2017-01-01 14:50:00,2017-01-01,14,7,Sunday,1,January,52,True,Winter,15.72,56.69,0.077,422.0,43.87,Zone1,29705.31646
2017-01-01 15:00:00,2017-01-01,15,7,Sunday,1,January,52,True,Winter,15.64,57.26,0.077,409.0,44.9,Zone1,29571.64557
2017-01-01 15:10:00,2017-01-01,15,7,Sunday,1,January,52,True,Winter,15.69,57.96,0.074,391.8,46.89,Zone1,29553.41772
2017-01-01 15:20:00,2017-01-01,15,7,Sunday,1,January,52,True,Winter,15.69,58.93,0.075,369.4,51.51,Zone1,29383.29114
2017-01-01 15:30:00,2017-01-01,15,7,Sunday,1,January,52,True,Winter,15.6,58.7,0.073,321.0,57.14,Zone1,29061.26582
2017-01-01 15:40:00,2017-01-01,15,7,Sunday,1,January,52,True,Winter,15.39,57.6,0.075,180.3,60.31,Zone1,28885.06329
2017-01-01 15:50:00,2017-01-01,15,7,Sunday,1,January,52,True,Winter,15.34,58.7,0.075,149.5,67.85,Zone1,28854.68354
2017-01-01 16:00:00,2017-01-01,16,7,Sunday,1,January,52,True,Winter,15.33,59.23,0.077,209.1,128.9,Zone1,28836.4557
2017-01-01 16:10:00,2017-01-01,16,7,Sunday,1,January,52,True,Winter,15.48,57.46,0.074,265.1,219.1,Zone1,28708.86076
2017-01-01 16:20:00,2017-01-01,16,7,Sunday,1,January,52,True,Winter,15.54,58.3,0.076,241.3,246.0,Zone1,28556.96203
2017-01-01 16:30:00,2017-01-01,16,7,Sunday,1,January,52,True,Winter,15.53,58.8,0.077,219.0,248.1,Zone1,28514.43038
2017-01-01 16:40:00,2017-01-01,16,7,Sunday,1,January,52,True,Winter,15.48,57.73,0.075,195.7,231.6,Zone1,28666.32911
2017-01-01 16:50:00,2017-01-01,16,7,Sunday,1,January,52,True,Winter,15.47,58.23,0.077,174.9,211.9,Zone1,29097.72152
2017-01-01 17:00:00,2017-01-01,17,7,Sunday,1,January,52,True,Winter,15.44,59.07,0.076,165.8,201.7,Zone1,29723.5443
2017-01-01 17:10:00,2017-01-01,17,7,Sunday,1,January,52,True,Winter,15.35,59.3,0.077,132.0,163.0,Zone1,30871.89873
2017-01-01 17:20:00,2017-01-01,17,7,Sunday,1,January,52,True,Winter,15.34,59.0,0.079,117.4,144.3,Zone1,32700.75949
2017-01-01 17:30:00,2017-01-01,17,7,Sunday,1,January,52,True,Winter,15.11,59.53,0.076,97.6,120.6,Zone1,35793.41772
2017-01-01 17:40:00,2017-01-01,17,7,Sunday,1,January,52,True,Winter,14.93,60.83,0.077,76.5,94.0,Zone1,38321.01266
2017-01-01 17:50:00,2017-01-01,17,7,Sunday,1,January,52,True,Winter,14.71,61.87,0.086,26.51,28.08,Zone1,39129.11392
2017-01-01 18:00:00,2017-01-01,18,7,Sunday,1,January,52,True,Winter,14.48,63.27,0.08,18.0,18.29,Zone1,39560.50633
2017-01-01 18:10:00,2017-01-01,18,7,Sunday,1,January,52,True,Winter,14.29,63.94,0.078,6.994,7.02,Zone1,39517.97468
2017-01-01 18:20:00,2017-01-01,18,7,Sunday,1,January,52,True,Winter,14.09,64.87,0.078,2.818,2.763,Zone1,39596.96203
2017-01-01 18:30:00,2017-01-01,18,7,Sunday,1,January,52,True,Winter,13.89,66.11,0.076,0.809,0.89,Zone1,39469.36709
2017-01-01 18:40:00,2017-01-01,18,7,Sunday,1,January,52,True,Winter,13.79,66.74,0.076,0.146,0.197,Zone1,39682.02532
2017-01-01 18:50:00,2017-01-01,18,7,Sunday,1,January,52,True,Winter,13.54,66.71,0.076,0.062,0.089,Zone1,39888.60759
2017-01-01 19:00:00,2017-01-01,19,7,Sunday,1,January,52,True,Winter,12.51,68.35,0.077,0.055,0.085,Zone1,39991.89873
2017-01-01 19:10:00,2017-01-01,19,7,Sunday,1,January,52,True,Winter,12.06,70.2,0.078,0.066,0.096,Zone1,40210.63291
2017-01-01 19:20:00,2017-01-01,19,7,Sunday,1,January,52,True,Winter,11.75,70.7,0.079,0.055,0.126,Zone1,40216.70886
2017-01-01 19:30:00,2017-01-01,19,7,Sunday,1,January,52,True,Winter,11.61,70.7,0.077,0.081,0.126,Zone1,40435.44304
2017-01-01 19:40:00,2017-01-01,19,7,Sunday,1,January,52,True,Winter,11.5,70.6,0.078,0.059,0.074,Zone1,40514.43038
2017-01-01 19:50:00,2017-01-01,19,7,Sunday,1,January,52,True,Winter,11.43,70.7,0.076,0.048,0.093,Zone1,40544.81013
2017-01-01 20:00:00,2017-01-01,20,7,Sunday,1,January,52,True,Winter,11.42,71.2,0.076,0.073,0.085,Zone1,40283.5443
2017-01-01 20:10:00,2017-01-01,20,7,Sunday,1,January,52,True,Winter,11.69,71.1,0.078,0.091,0.104,Zone1,40216.70886
2017-01-01 20:20:00,2017-01-01,20,7,Sunday,1,January,52,True,Winter,12.05,69.82,0.077,0.048,0.108,Zone1,40477.97468
2017-01-01 20:30:00,2017-01-01,20,7,Sunday,1,January,52,True,Winter,11.87,69.98,0.076,0.051,0.093,Zone1,40611.64557
2017-01-01 20:40:00,2017-01-01,20,7,Sunday,1,January,52,True,Winter,11.61,71.2,0.078,0.04,0.119,Zone1,40435.44304
2017-01-01 20:50:00,2017-01-01,20,7,Sunday,1,January,52,True,Winter,11.5,72.0,0.078,0.07,0.078,Zone1,40204.55696
2017-01-01 21:00:00,2017-01-01,21,7,Sunday,1,January,52,True,Winter,11.43,72.0,0.075,0.051,0.07,Zone1,39584.81013
2017-01-01 21:10:00,2017-01-01,21,7,Sunday,1,January,52,True,Winter,11.29,72.2,0.075,0.051,0.119,Zone1,39274.93671
2017-01-01 21:20:00,2017-01-01,21,7,Sunday,1,January,52,True,Winter,11.49,73.1,0.077,0.044,0.085,Zone1,39141.26582
2017-01-01 21:30:00,2017-01-01,21,7,Sunday,1,January,52,True,Winter,12.24,70.1,0.077,0.073,0.089,Zone1,38643.03797
2017-01-01 21:40:00,2017-01-01,21,7,Sunday,1,January,52,True,Winter,11.84,68.78,0.074,0.066,0.093,Zone1,38011.13924
2017-01-01 21:50:00,2017-01-01,21,7,Sunday,1,January,52,True,Winter,12.2,68.78,0.074,0.066,0.122,Zone1,37622.27848
2017-01-01 22:00:00,2017-01-01,22,7,Sunday,1,January,52,True,Winter,13.1,65.44,0.074,0.04,0.141,Zone1,36953.92405
2017-01-01 22:10:00,2017-01-01,22,7,Sunday,1,January,52,True,Winter,13.2,63.84,0.074,0.081,0.093,Zone1,36394.93671
2017-01-01 22:20:00,2017-01-01,22,7,Sunday,1,January,52,True,Winter,13.18,63.97,0.075,0.081,0.093,Zone1,35289.11392
2017-01-01 22:30:00,2017-01-01,22,7,Sunday,1,January,52,True,Winter,12.64,66.77,0.072,0.044,0.141,Zone1,34438.48101
2017-01-01 22:40:00,2017-01-01,22,7,Sunday,1,January,52,True,Winter,12.39,68.04,0.074,0.084,0.115,Zone1,33678.98734
2017-01-01 22:50:00,2017-01-01,22,7,Sunday,1,January,52,True,Winter,12.24,69.18,0.077,0.059,0.119,Zone1,33077.46835
2017-01-01 23:00:00,2017-01-01,23,7,Sunday,1,January,52,True,Winter,12.11,69.94,0.074,0.088,0.082,Zone1,32117.46835
2017-01-01 23:10:00,2017-01-01,23,7,Sunday,1,January,52,True,Winter,12.07,70.7,0.076,0.033,0.078,Zone1,31357.97468
2017-01-01 23:20:00,2017-01-01,23,7,Sunday,1,January,52,True,Winter,11.99,70.8,0.075,0.055,0.134,Zone1,30701.77215
2017-01-01 23:30:00,2017-01-01,23,7,Sunday,1,January,52,True,Winter,11.32,74.7,0.075,0.07,0.1,Zone1,29681.01266
2017-01-01 23:40:00,2017-01-01,23,7,Sunday,1,January,52,True,Winter,11.37,74.8,0.074,0.084,0.082,Zone1,28830.37975
2017-01-01 23:50:00,2017-01-01,23,7,Sunday,1,January,52,True,Winter,11.41,74.1,0.076,0.077,0.122,Zone1,27748.86076
2017-01-02 00:00:00,2017-01-02,0,1,Monday,1,January,1,False,Winter,11.01,75.8,0.076,0.033,0.163,Zone1,26703.79747
2017-01-02 00:10:00,2017-01-02,0,1,Monday,1,January,1,False,Winter,10.74,77.3,0.078,0.084,0.108,Zone1,26169.11392
2017-01-02 00:20:00,2017-01-02,0,1,Monday,1,January,1,False,Winter,10.47,78.2,0.078,0.088,0.13,Zone1,25622.27848
2017-01-02 00:30:00,2017-01-02,0,1,Monday,1,January,1,False,Winter,10.31,79.2,0.076,0.091,0.134,Zone1,24972.1519
2017-01-02 00:40:00,2017-01-02,0,1,Monday,1,January,1,False,Winter,10.63,79.3,0.079,0.037,0.152,Zone1,24437.46835
2017-01-02 00:50:00,2017-01-02,0,1,Monday,1,January,1,False,Winter,10.84,78.4,0.073,0.062,0.156,Zone1,23914.93671
2017-01-02 01:00:00,2017-01-02,1,1,Monday,1,January,1,False,Winter,10.94,78.1,0.074,0.084,0.108,Zone1,23629.36709
2017-01-02 01:10:00,2017-01-02,1,1,Monday,1,January,1,False,Winter,11.12,77.9,0.073,0.055,0.145,Zone1,23118.98734
2017-01-02 01:20:00,2017-01-02,1,1,Monday,1,January,1,False,Winter,11.02,77.5,0.081,0.062,0.178,Zone1,22736.20253
2017-01-02 01:30:00,2017-01-02,1,1,Monday,1,January,1,False,Winter,10.5,78.9,0.076,0.066,0.145,Zone1,22049.62025
2017-01-02 01:40:00,2017-01-02,1,1,Monday,1,January,1,False,Winter,10.22,79.8,0.078,0.088,0.126,Zone1,21855.18987
2017-01-02 01:50:00,2017-01-02,1,1,Monday,1,January,1,False,Winter,10.42,81.3,0.075,0.073,0.13,Zone1,21685.06329
2017-01-02 02:00:00,2017-01-02,2,1,Monday,1,January,1,False,Winter,10.86,80.0,0.076,0.066,0.159,Zone1,21533.16456
2017-01-02 02:10:00,2017-01-02,2,1,Monday,1,January,1,False,Winter,11.17,77.3,0.077,0.066,0.13,Zone1,21107.8481
2017-01-02 02:20:00,2017-01-02,2,1,Monday,1,January,1,False,Winter,11.1,75.6,0.077,0.077,0.156,Zone1,20986.32911
2017-01-02 02:30:00,2017-01-02,2,1,Monday,1,January,1,False,Winter,11.14,75.0,0.081,0.07,0.156,Zone1,20725.06329
2017-01-02 02:40:00,2017-01-02,2,1,Monday,1,January,1,False,Winter,11.21,75.2,0.077,0.062,0.137,Zone1,20889.11392
2017-01-02 02:50:00,2017-01-02,2,1,Monday,1,January,1,False,Winter,10.71,77.4,0.079,0.07,0.148,Zone1,20433.41772
2017-01-02 03:00:00,2017-01-02,3,1,Monday,1,January,1,False,Winter,10.7,77.7,0.079,0.062,0.159,Zone1,20372.65823
2017-01-02 03:10:00,2017-01-02,3,1,Monday,1,January,1,False,Winter,10.58,78.6,0.075,0.055,0.137,Zone1,20135.6962
2017-01-02 03:20:00,2017-01-02,3,1,Monday,1,January,1,False,Winter,10.59,79.5,0.078,0.084,0.145,Zone1,20129.62025
2017-01-02 03:30:00,2017-01-02,3,1,Monday,1,January,1,False,Winter,10.68,79.4,0.079,0.059,0.156,Zone1,20117.46835
2017-01-02 03:40:00,2017-01-02,3,1,Monday,1,January,1,False,Winter,10.52,79.8,0.076,0.066,0.145,Zone1,20087.08861
2017-01-02 03:50:00,2017-01-02,3,1,Monday,1,January,1,False,Winter,10.34,80.6,0.078,0.088,0.119,Zone1,19740.75949
2017-01-02 04:00:00,2017-01-02,4,1,Monday,1,January,1,False,Winter,10.18,81.7,0.079,0.059,0.159,Zone1,19831.89873
2017-01-02 04:10:00,2017-01-02,4,1,Monday,1,January,1,False,Winter,10.41,82.3,0.074,0.077,0.126,Zone1,19989.87342
2017-01-02 04:20:00,2017-01-02,4,1,Monday,1,January,1,False,Winter,10.41,81.4,0.078,0.095,0.134,Zone1,20166.07595
2017-01-02 04:30:00,2017-01-02,4,1,Monday,1,January,1,False,Winter,10.39,81.5,0.074,0.088,0.119,Zone1,20214.68354
2017-01-02 04:40:00,2017-01-02,4,1,Monday,1,January,1,False,Winter,10.16,81.9,0.075,0.073,0.122,Zone1,20141.77215
2017-01-02 04:50:00,2017-01-02,4,1,Monday,1,January,1,False,Winter,9.97,82.8,0.077,0.066,0.178,Zone1,20056.70886
2017-01-02 05:00:00,2017-01-02,5,1,Monday,1,January,1,False,Winter,10.03,83.8,0.08,0.029,0.163,Zone1,20257.21519
2017-01-02 05:10:00,2017-01-02,5,1,Monday,1,January,1,False,Winter,9.98,83.0,0.078,0.073,0.115,Zone1,20500.25316
2017-01-02 05:20:00,2017-01-02,5,1,Monday,1,January,1,False,Winter,9.74,82.8,0.081,0.106,0.126,Zone1,20712.91139
2017-01-02 05:30:00,2017-01-02,5,1,Monday,1,January,1,False,Winter,9.54,83.7,0.078,0.081,0.174,Zone1,20810.12658
2017-01-02 05:40:00,2017-01-02,5,1,Monday,1,January,1,False,Winter,9.53,83.9,0.072,0.066,0.182,Zone1,21041.01266
2017-01-02 05:50:00,2017-01-02,5,1,Monday,1,January,1,False,Winter,9.56,84.1,0.073,0.077,0.134,Zone1,21709.36709
2017-01-02 06:00:00,2017-01-02,6,1,Monday,1,January,1,False,Winter,9.58,84.5,0.075,0.048,0.134,Zone1,22742.27848
2017-01-02 06:10:00,2017-01-02,6,1,Monday,1,January,1,False,Winter,9.44,84.1,0.075,0.07,0.145,Zone1,22948.86076
2017-01-02 06:20:00,2017-01-02,6,1,Monday,1,January,1,False,Winter,9.4,84.4,0.077,0.07,0.122,Zone1,23258.73418
2017-01-02 06:30:00,2017-01-02,6,1,Monday,1,January,1,False,Winter,9.38,84.6,0.076,0.044,0.141,Zone1,23471.39241
2017-01-02 06:40:00,2017-01-02,6,1,Monday,1,January,1,False,Winter,9.16,84.7,0.077,0.048,0.145,Zone1,23653.67089
2017-01-02 06:50:00,2017-01-02,6,1,Monday,1,January,1,False,Winter,9.06,85.6,0.076,0.059,0.141,Zone1,23769.11392
2017-01-02 07:00:00,2017-01-02,7,1,Monday,1,January,1,False,Winter,9.17,85.8,0.078,0.073,0.163,Zone1,23380.25316
2017-01-02 07:10:00,2017-01-02,7,1,Monday,1,January,1,False,Winter,9.46,86.2,0.076,0.07,0.152,Zone1,23033.92405
2017-01-02 07:20:00,2017-01-02,7,1,Monday,1,January,1,False,Winter,9.74,85.4,0.072,0.077,0.111,Zone1,22803.03797
2017-01-02 07:30:00,2017-01-02,7,1,Monday,1,January,1,False,Winter,9.8,84.4,0.077,0.081,0.122,Zone1,23082.53165
2017-01-02 07:40:00,2017-01-02,7,1,Monday,1,January,1,False,Winter,9.58,83.9,0.079,0.073,0.13,Zone1,22803.03797
2017-01-02 07:50:00,2017-01-02,7,1,Monday,1,January,1,False,Winter,9.51,83.7,0.082,0.081,0.137,Zone1,22268.35443
